,Unnamed: 0,MMSI,BaseDateTime,LAT,LON,SOG,COG
2,121,316003663,2019-01-01 01:04:32,49.318,-123.27471,11.0,273.0
0,118,316003663,2019-01-01 01:05:33,49.31808,-123.27937,11.0,270.0
1,120,316003663,2019-01-01 01:06:35,49.3181,-123.28418,11.0,270.0
3,122,316003663,2019-01-01 01:07:55,49.31817,-123.29037,10.9,271.0
4,124,316003663,2019-01-01 01:08:58,49.31832,-123.29532,11.0,271.0
5,127,316003663,2019-01-01 01:10:03,49.31838,-123.30028,10.9,271.0
6,129,316003663,2019-01-01 01:11:35,49.31847,-123.30738,11.0,271.0
7,131,316003663,2019-01-01 01:12:42,49.31853,-123.31262,11.1,270.0
8,133,316003663,2019-01-01 01:14:01,49.31853,-123.31882,11.1,271.0
10,142,316003663,2019-01-01 01:15:12,49.31862,-123.32438,11.1,270.0
9,140,316003663,2019-01-01 01:17:01,49.31847,-123.33295,11.1,269.0
11,146,316003663,2019-01-01 01:19:08,49.31828,-123.34295,11.3,267.0
12,148,316003663,2019-01-01 01:20:35,49.31798,-123.34993,11.5,266.0
13,151,316003663,2019-01-01 01:21:45,49.31768,-123.35562,11.5,265.0
14,157,316003663,2019-01-01 01:23:52,49.31755,-123.36588,11.3,273.0
15,162,316003663,2019-01-01 01:25:41,49.31782,-123.3746,11.3,272.0
16,166,316003663,2019-01-01 01:26:51,49.31794,-123.38027,11.3,273.0
17,169,316003663,2019-01-01 01:29:15,49.31905,-123.39137,10.9,282.0
18,174,316003663,2019-01-01 01:30:45,49.3202,-123.39808,10.9,286.0
19,180,316003663,2019-01-01 01:32:48,49.322,-123.4071,10.8,291.0
20,187,316003663,2019-01-01 01:35:32,49.3247,-123.41888,10.7,289.0
21,190,316003663,2019-01-01 01:36:41,49.32582,-123.42383,10.7,291.0
22,194,316003663,2019-01-01 01:38:25,49.32755,-123.43123,10.6,289.0
23,199,316003663,2019-01-01 01:39:32,49.32875,-123.4359,10.6,291.0
24,206,316003663,2019-01-01 01:42:45,49.33142,-123.44968,10.6,286.0
25,208,316003663,2019-01-01 01:44:05,49.33257,-123.4554,10.6,288.0
26,212,316003663,2019-01-01 01:45:31,49.33388,-123.46155,10.7,288.0
27,216,316003663,2019-01-01 01:47:12,49.33545,-123.46877,10.6,289.0
