,Unnamed: 0,MMSI,BaseDateTime,LAT,LON,SOG,COG
0,1204,316039153,2020-06-01 08:28:06,49.31793,-123.27307,6.4,257.1
59,3630,316039153,2020-06-01 08:29:17,49.31741,-123.27614,6.4,255.6
1,1208,316039153,2020-06-01 08:30:36,49.3168,-123.27967,6.4,254.8
2,1209,316039153,2020-06-01 08:31:46,49.31624,-123.28268,6.4,253.5
60,3675,316039153,2020-06-01 08:33:06,49.31553,-123.28626,6.5,253.5
3,1214,316039153,2020-06-01 08:34:17,49.31492,-123.28935,6.6,253.9
61,3706,316039153,2020-06-01 08:35:46,49.3142,-123.29336,6.6,255.4
4,1216,316039153,2020-06-01 08:36:56,49.31365,-123.29662,6.7,257.4
5,1221,316039153,2020-06-01 08:38:07,49.31317,-123.29985,6.7,256.2
6,1224,316039153,2020-06-01 08:39:17,49.31263,-123.30304,6.7,256.4
7,1225,316039153,2020-06-01 08:40:37,49.31206,-123.30682,6.8,256.9
8,1229,316039153,2020-06-01 08:41:45,49.31155,-123.30997,6.8,257.0
9,1233,316039153,2020-06-01 08:42:56,49.31107,-123.31335,6.9,258.3
10,1236,316039153,2020-06-01 08:44:06,49.31065,-123.3166,6.9,260.4
11,1238,316039153,2020-06-01 08:45:15,49.31024,-123.31997,6.9,258.5
12,1241,316039153,2020-06-01 08:46:16,49.30983,-123.32291,7.0,257.2
13,1242,316039153,2020-06-01 08:47:26,49.30929,-123.32626,6.9,256.5
14,1245,316039153,2020-06-01 08:48:36,49.30876,-123.32959,6.9,256.1
15,1248,316039153,2020-06-01 08:49:47,49.30826,-123.33291,6.9,256.9
16,1250,316039153,2020-06-01 08:50:56,49.30779,-123.33621,6.8,258.9
17,1251,316039153,2020-06-01 08:52:07,49.30731,-123.33959,6.7,258.1
18,1253,316039153,2020-06-01 08:53:16,49.30686,-123.34278,6.7,257.9
20,1256,316039153,2020-06-01 08:54:26,49.30641,-123.34598,6.4,257.7
19,1255,316039153,2020-06-01 08:55:37,49.30598,-123.34903,6.1,258.0
21,1261,316039153,2020-06-01 08:56:56,49.3055,-123.35239,5.9,258.0
62,3751,316039153,2020-06-01 08:58:07,49.30511,-123.35529,5.8,259.3
63,3759,316039153,2020-06-01 08:59:16,49.30482,-123.35801,5.8,260.9
23,1267,316039153,2020-06-01 09:00:25,49.30447,-123.36084,5.7,259.0
22,1265,316039153,2020-06-01 09:00:25,49.30447,-123.36084,5.7,259.0
24,1270,316039153,2020-06-01 09:01:47,49.30406,-123.36411,5.8,259.4
25,1273,316039153,2020-06-01 09:02:56,49.30371,-123.36694,5.8,259.9
26,1275,316039153,2020-06-01 09:04:16,49.30329,-123.37009,5.8,258.0
27,1277,316039153,2020-06-01 09:05:37,49.3029,-123.37331,5.8,260.0
29,1281,316039153,2020-06-01 09:06:47,49.30257,-123.3762,5.8,262.0
28,1279,316039153,2020-06-01 09:07:56,49.30236,-123.37899,5.8,264.6
32,1290,316039153,2020-06-01 09:09:06,49.30215,-123.38185,5.8,261.5
31,1288,316039153,2020-06-01 09:10:17,49.30181,-123.38476,5.8,259.9
30,1286,316039153,2020-06-01 09:11:27,49.30143,-123.38758,5.8,258.8
34,1297,316039153,2020-06-01 09:12:47,49.301,-123.39074,5.8,257.1
33,1295,316039153,2020-06-01 09:14:17,49.30049,-123.3943,5.8,257.7
35,1299,316039153,2020-06-01 09:15:27,49.30008,-123.39714,5.8,257.9
64,3792,316039153,2020-06-01 09:16:37,49.29972,-123.4,5.7,260.1
36,1302,316039153,2020-06-01 09:17:45,49.29938,-123.40268,5.7,259.5
37,1304,316039153,2020-06-01 09:18:56,49.29901,-123.40547,5.7,258.7
38,1308,316039153,2020-06-01 09:20:06,49.29869,-123.40819,5.7,259.5
39,1310,316039153,2020-06-01 09:21:17,49.29834,-123.41096,5.6,259.0
40,1314,316039153,2020-06-01 09:22:27,49.298,-123.41369,5.5,259.4
41,1316,316039153,2020-06-01 09:23:37,49.29757,-123.41653,5.6,258.6
42,1319,316039153,2020-06-01 09:24:47,49.2972,-123.41922,5.6,258.5
43,1322,316039153,2020-06-01 09:25:57,49.29688,-123.42194,5.6,259.3
65,3800,316039153,2020-06-01 09:27:07,49.29655,-123.42469,5.6,260.0
44,1323,316039153,2020-06-01 09:28:17,49.29618,-123.42743,5.4,259.1
45,1326,316039153,2020-06-01 09:29:26,49.29577,-123.43011,5.6,258.0
46,1328,316039153,2020-06-01 09:30:37,49.29539,-123.43283,5.5,258.9
47,1333,316039153,2020-06-01 09:31:47,49.29502,-123.43557,5.6,258.3
48,1337,316039153,2020-06-01 09:32:57,49.29467,-123.4382,5.6,258.1
49,1338,316039153,2020-06-01 09:34:06,49.29431,-123.44087,5.6,259.1
50,1341,316039153,2020-06-01 09:35:16,49.29394,-123.4436,5.6,258.1
52,1346,316039153,2020-06-01 09:36:37,49.29346,-123.44678,5.6,258.0
51,1345,316039153,2020-06-01 09:37:46,49.29306,-123.44942,5.6,256.8
53,1350,316039153,2020-06-01 09:38:57,49.29263,-123.45219,5.5,256.5
54,1352,316039153,2020-06-01 09:40:06,49.29224,-123.45488,5.5,257.6
55,1354,316039153,2020-06-01 09:41:16,49.29188,-123.45748,5.4,258.3
56,1355,316039153,2020-06-01 09:42:26,49.29146,-123.46019,5.6,256.8
66,3812,316039153,2020-06-01 09:43:37,49.29102,-123.4629,5.5,256.4
57,1359,316039153,2020-06-01 09:44:47,49.29062,-123.46548,5.3,257.4
58,1360,316039153,2020-06-01 09:46:07,49.29015,-123.46846,5.5,254.7
