,MMSI,BaseDateTime,LAT,LON,SOG,COG
8,316027506,2020-06-01T00:01:15,49.35306,-123.29266,4.6,134.3
23,316027506,2020-06-01T00:02:45,49.35184,-123.29024,4.7,121.6
36,316027506,2020-06-01T00:03:46,49.35105,-123.28844,5.2,129.5
45,316027506,2020-06-01T00:05:47,49.34937,-123.28462,5.1,129.0
48,316027506,2020-06-01T00:07:45,49.34778,-123.28121,4.8,134.1
55,316027506,2020-06-01T00:09:45,49.34595,-123.28026,4.7,219.6
58,316027506,2020-06-01T00:10:47,49.3448,-123.28163,5.2,216.3
65,316027506,2020-06-01T00:12:14,49.34307,-123.28347,5.3,210.5
68,316027506,2020-06-01T00:13:15,49.34176,-123.28448,5.2,201.4
72,316027506,2020-06-01T00:14:45,49.33985,-123.28594,4.8,206.9
79,316027506,2020-06-01T00:17:17,49.33691,-123.28782,3.4,200.8
81,316027506,2020-06-01T00:16:15,49.33805,-123.2871,4.4,202.2
82,316027506,2020-06-01T00:18:48,49.33551,-123.28895,3.6,207.5
98,316027506,2020-06-01T00:20:44,49.33387,-123.29065,4.3,217.1
99,316027506,2020-06-01T00:21:49,49.33268,-123.29198,5.4,211.2
112,316027506,2020-06-01T00:23:15,49.33094,-123.29375,5.1,216.1
125,316027506,2020-06-01T00:26:16,49.32922,-123.29031,5.5,98.6
126,316027506,2020-06-01T00:28:17,49.32893,-123.28608,4.2,91.6
132,316027506,2020-06-01T00:30:15,49.3288,-123.28312,3.4,92.6
137,316027506,2020-06-01T00:31:45,49.32894,-123.28111,3.2,83.1
144,316027506,2020-06-01T00:34:15,49.32871,-123.27707,4.3,101.6
167,316027506,2020-06-01T00:38:45,49.32789,-123.27133,3.4,103.0
169,316027506,2020-06-01T00:37:44,49.32803,-123.2726,2.3,104.7
197,316027506,2020-06-01T00:24:45,49.32966,-123.29356,4.8,106.4
216,316027506,2020-06-01T00:36:17,49.32818,-123.27401,2.7,100.4
